SquareFeet;Bedrooms;Bathrooms;Parking garage;Neighborhood;YearBuilt;Price
2162;4;3;2;Suburb;2007;2,725E+16
1628;3;1;1;Suburb;2004;2,02325E+15
1298;3;1;2;Suburb;2017;1,66518E+15
2299;4;1;2;Rural;1969;2,92298E+16
2939;2;1;1;Urban;1961;3,35034E+15
1788;4;3;2;Rural;2013;1,48046E+16
1849;4;3;2;Rural;1983;2,01819E+16
2848;3;3;3;Suburb;1989;3,09762E+16
1177;4;1;3;Rural;1995;1,80576E+16
1841;3;3;1;Urban;1979;1,56925E+16
2377;5;2;1;Suburb;1996;2,41532E+16
2177;3;3;1;Suburb;1995;2,63726E+15
2949;4;1;3;Suburb;1971;3,09883E+16
2224;2;1;1;Urban;1956;3,20669E+16
1877;3;2;2;Rural;1985;1,59332E+16
2138;3;3;2;Suburb;1958;2,84558E+14
2694;3;2;2;Rural;1992;2,84827E+15
2577;4;1;1;Suburb;1953;2,58748E+16
1758;4;3;1;Urban;1987;2,46256E+14
2091;3;3;2;Rural;1977;3,47177E+15
2468;2;3;3;Rural;2018;1,3385E+16
1444;4;2;2;Rural;1951;1,39854E+16
2349;2;1;3;Urban;1960;1,75864E+16
2869;5;3;3;Urban;1979;3,30248E+15
1707;2;2;1;Urban;1993;1,65627E+16
1601;4;2;2;Urban;1964;2,2019E+16
2646;3;3;3;Suburb;1989;2,07266E+16
2903;5;2;1;Rural;2003;2,62575E+15
2382;2;1;2;Urban;1950;2,27537E+16
1144;3;3;3;Suburb;2001;8,49937E+15
1274;5;2;3;Rural;1977;4,82624E+15
1508;2;2;3;Suburb;2021;1,55897E+13
2202;3;3;1;Urban;1971;2,68527E+16
1752;5;2;1;Suburb;2009;1,95707E+16
2861;4;1;1;Rural;1974;3,88333E+15
2854;2;2;3;Urban;1958;2,99674E+16
1476;2;1;3;Urban;1957;1,88572E+16
2866;5;3;1;Suburb;1992;3,24176E+16
2999;2;3;2;Rural;2002;3,35823E+16
2437;3;2;1;Urban;1971;2,85885E+15
2176;2;1;1;Suburb;2006;2,78186E+15
2127;2;2;3;Rural;1951;2,04676E+16
2098;3;1;2;Urban;2019;2,21942E+16
2151;3;3;2;Urban;1960;2,36872E+16
2734;4;3;1;Suburb;2004;2,95448E+16
1665;3;3;1;Suburb;1968;1,49302E+16
1567;2;3;2;Rural;2000;1,02011E+16
2813;5;1;2;Suburb;1991;2,43384E+16
2368;2;1;3;Urban;1973;2,85911E+15
1530;4;2;3;Urban;1959;2,00521E+16
1158;5;2;2;Rural;1994;1,54733E+15
2561;4;2;3;Rural;1967;3,02355E+16
2449;2;2;1;Rural;1974;2,75143E+15
1680;3;2;1;Suburb;1989;2,87686E+16
1022;5;2;1;Urban;2012;1,35966E+16
2070;2;3;1;Suburb;2012;2,84719E+16
1524;5;1;3;Urban;2012;2,21464E+16
1728;4;2;2;Rural;2013;1,76451E+16
2857;2;1;3;Urban;1958;2,54552E+16
2729;5;3;2;Urban;1984;2,92986E+15
1143;2;1;3;Rural;1977;1,2201E+16
2608;2;3;1;Rural;1962;2,58246E+16
1667;4;1;3;Urban;1970;1,86547E+16
2612;4;3;3;Suburb;2005;2,48269E+16
2442;4;3;2;Rural;1958;2,55449E+15
1680;3;3;1;Rural;1995;1,94499E+16
1972;5;3;1;Suburb;1970;2,24462E+16
1798;4;2;3;Suburb;1990;2,17665E+14
1084;3;2;1;Suburb;2019;1,06271E+16
1415;3;3;2;Suburb;2012;1,38147E+15
1693;5;1;3;Rural;1978;2,03182E+15
1481;5;1;2;Suburb;2014;2,16426E+16
1455;4;2;2;Suburb;1958;1,68796E+16
1826;3;1;2;Suburb;2016;2,12134E+16
1296;5;3;1;Urban;1958;1,78065E+16
2135;5;3;1;Rural;1973;2,43162E+16
2985;5;1;2;Rural;1975;3,59445E+15
2253;5;2;2;Suburb;1965;2,58932E+16
2119;3;2;3;Rural;2020;2,9833E+15
1949;2;1;2;Suburb;1966;1,7705E+16
1679;5;2;2;Rural;1983;2,07129E+16
1377;3;1;1;Suburb;1968;1,43906E+15
2179;5;1;2;Rural;1957;2,27125E+16
1420;3;2;3;Urban;1998;1,32344E+16
1104;4;1;1;Urban;1972;1,69801E+15
2728;2;2;1;Suburb;1965;3,04174E+15
1329;3;3;3;Suburb;2007;2,3657E+15
1438;3;3;2;Rural;1963;1,67216E+16
2155;3;2;1;Urban;2010;2,77291E+15
2890;5;1;1;Suburb;2004;2,88835E+15
1381;4;3;2;Rural;1993;1,61075E+16
1137;5;1;3;Urban;2000;8,87154E+15
1942;4;3;3;Urban;1974;2,38273E+15
1842;2;2;2;Rural;1974;2,41749E+16
1269;5;1;1;Rural;2009;2,28129E+15
2573;3;2;1;Rural;1974;2,71837E+15
1395;2;1;2;Suburb;2012;1,58576E+16
2580;5;3;1;Urban;2021;3,44144E+15
1912;4;2;1;Suburb;2001;2,90512E+15
1463;5;3;3;Rural;1955;1,59321E+16
2698;5;1;1;Suburb;1987;3,50344E+16
1449;3;1;2;Rural;1963;1,84069E+16
2354;3;2;3;Suburb;1955;2,72106E+14
2276;2;3;1;Suburb;1986;3,27281E+15
2704;3;2;3;Rural;1956;2,01744E+16
2986;5;3;2;Suburb;1961;2,97495E+15
2308;5;3;3;Rural;1958;2,43742E+16
2297;4;1;3;Urban;1996;2,8293E+15
1019;5;1;3;Urban;1954;8,34674E+15
1238;2;2;2;Urban;1975;1,72001E+15
2293;2;1;3;Urban;1996;2,12557E+16
1417;3;1;3;Urban;1989;1,91483E+16
2968;4;2;3;Suburb;2010;3,18453E+15
2333;5;2;2;Urban;2021;3,57866E+16
2054;3;2;2;Urban;1950;1,74774E+16
2849;5;3;1;Suburb;1991;3,52909E+16
2127;2;3;2;Urban;1981;2,5012E+16
2705;2;3;1;Urban;2019;2,77995E+15
1185;4;2;2;Suburb;2007;1,65943E+16
2151;5;1;2;Suburb;1981;2,14761E+16
2233;5;3;3;Rural;1995;2,63574E+16
2437;2;1;2;Rural;2018;2,27919E+16
2304;4;3;3;Rural;1970;2,68889E+15
2982;3;1;2;Suburb;1963;3,3381E+16
1252;4;3;1;Rural;1990;1,47731E+16
1018;3;1;2;Suburb;2006;1,50482E+16
1711;3;3;2;Urban;1997;1,81865E+16
2755;2;3;2;Rural;1999;3,07899E+16
2159;3;3;3;Urban;1973;1,83751E+16
1222;5;2;2;Suburb;2020;1,3133E+16
1002;2;3;1;Suburb;2008;1,12927E+16
2986;4;1;2;Suburb;2014;3,953E+16
2259;4;1;3;Urban;1977;2,61764E+16
1853;3;3;3;Urban;1970;2,15594E+15
2488;5;1;2;Urban;1986;3,24659E+15
1227;4;3;2;Rural;1965;1,08724E+16
1912;3;1;2;Suburb;2019;2,33614E+16
2677;4;3;3;Urban;1970;3,21465E+15
1498;5;3;1;Rural;2003;1,55074E+15
1520;3;1;3;Urban;1951;1,99277E+16
1701;5;3;1;Suburb;1965;1,35953E+15
2885;3;1;2;Rural;1964;3,30857E+16
1916;5;3;2;Rural;1965;3,12717E+15
2995;4;1;3;Rural;2017;3,61852E+15
2700;4;2;2;Rural;2007;2,98827E+15
2162;5;3;1;Rural;1976;2,21935E+16
2299;4;3;2;Rural;1973;3,46145E+16
1290;4;3;1;Suburb;2019;4,36511E+15
2076;3;2;3;Suburb;1983;2,02045E+16
2710;5;3;1;Rural;1987;2,96809E+16
2133;3;2;3;Suburb;1992;2,04551E+16
1714;4;2;3;Suburb;1970;1,77141E+16
1947;4;2;2;Urban;1979;2,80883E+16
1647;2;1;2;Urban;1990;1,59115E+16
2027;5;1;1;Urban;1955;2,55573E+15
2690;5;3;1;Rural;2011;2,98499E+15
1683;3;2;2;Urban;1986;1,6328E+15
2959;5;3;3;Suburb;1964;3,98664E+15
1869;3;1;1;Urban;1967;1,86691E+16
2070;4;3;1;Rural;1959;2,96487E+16
1093;2;2;1;Rural;2016;1,73919E+16
1939;4;2;2;Suburb;2011;1,73323E+16
1559;3;2;3;Suburb;2017;1,73496E+16
2775;3;2;3;Urban;1960;4,10874E+15
2882;2;3;2;Urban;2013;2,83615E+15
1212;4;2;1;Urban;1950;1,81758E+16
1435;5;1;2;Rural;2021;2,07204E+15
1851;2;2;3;Urban;1984;1,78466E+16
1507;5;1;1;Urban;1964;2,15584E+16
1835;4;3;1;Suburb;1958;1,42278E+16
1650;2;3;1;Rural;1993;2,28378E+15
1204;4;3;1;Rural;1989;1,55636E+15
1380;4;3;1;Suburb;1963;6,67014E+14
2096;5;1;3;Rural;2005;2,21436E+16
2539;5;1;1;Suburb;1955;2,0849E+16
2099;5;2;1;Suburb;1968;1,96572E+16
2864;4;2;2;Suburb;2020;2,93127E+15
1076;3;3;2;Urban;1965;1,66968E+14
1815;4;3;1;Urban;2009;1,56188E+16
1767;3;1;2;Rural;1978;1,73602E+15
1409;2;1;1;Suburb;1998;9,36836E+15
2637;5;3;3;Urban;2015;2,57433E+14
1105;5;3;1;Rural;1950;2,17483E+15
2868;4;1;3;Rural;1951;3,23168E+15
1550;3;1;3;Suburb;1995;1,03902E+16
2499;2;1;2;Suburb;1987;3,2083E+15
1825;4;3;3;Rural;1976;2,66093E+15
2298;2;1;3;Rural;1989;2,28511E+16
1087;3;1;1;Rural;1953;1,68141E+16
2746;5;2;2;Urban;1965;3,90247E+15
1880;5;1;1;Urban;2013;2,21812E+15
2100;3;2;1;Rural;1989;1,86371E+16
2100;5;2;1;Rural;1981;2,81123E+16
2465;4;3;2;Rural;1980;2,42613E+16
1539;3;3;1;Urban;1992;1,46216E+15
1244;5;3;2;Suburb;1973;1,14621E+16
1577;3;3;1;Suburb;1952;2,14225E+16
2801;2;1;3;Rural;2016;3,445E+16
2405;4;1;3;Urban;2015;2,49814E+16
1981;4;1;1;Urban;1976;2,84174E+15
1716;4;2;1;Rural;1960;1,77545E+15
2593;5;3;3;Rural;1986;2,87368E+15
2736;2;1;3;Rural;1960;2,39708E+16
2760;5;1;2;Urban;1984;2,80296E+16
1141;5;3;3;Suburb;1999;1,99865E+16
1892;3;2;1;Urban;1980;1,85576E+16
2391;4;2;1;Urban;1982;2,26069E+15
2107;5;3;2;Urban;1963;1,9933E+15
2166;4;3;3;Suburb;1985;1,53863E+16
1351;2;1;1;Suburb;2015;9,93037E+15
1544;2;2;1;Suburb;1952;9,7829E+15
1912;4;3;2;Rural;1992;1,8581E+16
1151;4;2;1;Suburb;2005;1,2899E+16
2181;2;2;2;Rural;1977;2,19716E+16
2469;2;1;2;Rural;1983;2,69975E+16
1652;5;1;2;Suburb;1981;2,14041E+15
1957;2;3;1;Rural;2009;1,62723E+16
1762;5;2;3;Urban;1965;2,73965E+16
2326;2;1;1;Rural;2012;2,79668E+15
1623;5;1;1;Urban;2013;2,33028E+14
1655;3;2;3;Rural;1977;1,85159E+16
1449;3;2;1;Rural;1981;2,05139E+15
1720;5;2;2;Suburb;2016;2,97192E+16
2247;4;2;1;Urban;1982;3,02106E+15
1042;3;1;1;Urban;2005;1,57709E+16
1263;2;1;1;Suburb;2002;2,91822E+16
2779;4;3;3;Urban;1984;3,4092E+15
2026;2;2;3;Urban;1975;2,35699E+16
2660;3;3;2;Urban;1987;2,655E+15
2291;2;1;1;Urban;1976;2,12499E+16
1595;5;2;1;Suburb;2011;2,28714E+15
2039;4;3;1;Suburb;1975;3,09289E+15
2357;3;3;1;Rural;2011;2,53069E+16
2487;4;3;2;Suburb;1956;2,537E+16
2082;5;1;2;Rural;2000;1,90352E+14
2012;3;1;2;Urban;1966;1,43814E+16
1176;2;3;3;Suburb;1959;1,31378E+13
1062;4;1;2;Rural;1959;1,64852E+16
1957;3;1;2;Rural;2019;2,39097E+16
2002;3;3;2;Urban;1985;1,7746E+16
1560;5;3;3;Rural;1986;2,15836E+16
2330;3;2;1;Urban;1974;2,45617E+16
2269;3;3;3;Suburb;1974;1,80342E+16
2312;5;2;1;Urban;1950;1,68911E+15
2821;2;2;2;Suburb;2004;3,07734E+15
1954;2;3;2;Suburb;2003;2,9619E+15
2355;3;1;1;Rural;2000;1,60373E+16
2550;2;2;2;Urban;1996;2,9089E+16
1849;5;2;3;Urban;1984;2,12949E+16
2278;2;2;1;Rural;1986;2,3466E+16
1603;3;1;2;Urban;1960;2,07911E+14
2533;5;1;2;Urban;1950;2,44841E+16
2814;2;2;2;Rural;2004;3,35174E+15
2741;4;1;1;Suburb;2007;3,40423E+15
1605;4;2;3;Urban;2006;2,36292E+16
2760;5;2;3;Suburb;1978;3,42122E+15
2836;2;1;2;Rural;1958;2,56845E+16
1829;3;3;2;Rural;1971;1,92705E+15
2486;4;2;3;Suburb;1965;2,26959E+15
2222;2;2;2;Urban;2001;2,19259E+14
2294;2;2;3;Suburb;1994;2,24749E+15
1745;3;2;2;Urban;2015;2,33453E+16
1557;3;2;3;Suburb;1969;1,74171E+16
1063;2;1;2;Rural;2018;3,40473E+13
2253;3;1;1;Urban;1969;2,61403E+16
1941;5;2;2;Urban;1965;2,12536E+16
2975;4;1;3;Urban;1987;3,66003E+15
1248;4;3;1;Rural;1985;1,79053E+16
2269;2;3;2;Rural;1990;2,15393E+15
1939;2;1;1;Urban;1982;2,205E+16
2610;3;1;1;Rural;1994;3,56407E+16
1156;4;2;2;Suburb;2010;5,20711E+15
1734;3;2;2;Suburb;1956;2,25318E+16
2725;2;3;2;Rural;2007;2,49552E+16
1984;2;1;1;Rural;1953;1,48763E+16
2587;2;1;3;Urban;2006;2,68604E+15
2973;2;3;3;Rural;2013;3,07958E+15
2111;2;3;1;Urban;1962;2,32669E+15
2336;2;1;2;Suburb;2002;2,44178E+16
2874;5;3;1;Urban;1970;2,74764E+15
2089;5;1;1;Rural;2003;2,76426E+15
1661;3;3;3;Suburb;2000;1,67755E+16
2043;5;3;2;Urban;2004;3,35699E+15
1032;3;3;3;Rural;1988;1,56234E+15
2863;3;2;2;Rural;1974;3,53957E+15
2816;5;2;1;Rural;2009;3,22003E+16
1557;4;2;3;Suburb;1983;2,7604E+15
1072;3;3;1;Rural;1995;1,69688E+15
2889;2;2;2;Suburb;1972;3,70626E+16
1824;3;3;1;Rural;1978;2,40705E+16
2366;3;2;3;Rural;1974;2,67198E+16
2156;4;1;1;Suburb;1974;2,33645E+14
2078;2;3;3;Suburb;1962;2,41135E+16
1060;4;2;1;Suburb;2019;1,25895E+16
2880;4;2;3;Urban;1956;3,6358E+15
2543;4;3;2;Rural;1969;2,97354E+16
1271;3;3;1;Suburb;1955;1,90898E+16
1245;2;3;1;Urban;1956;1,73378E+15
2199;2;3;1;Urban;2016;2,24999E+16
1627;4;3;1;Suburb;2010;1,57792E+15
2340;5;3;3;Rural;1991;3,15305E+15
2806;2;3;3;Suburb;1954;3,34713E+15
1704;2;1;3;Suburb;2000;1,60697E+16
1661;4;2;2;Rural;1984;9,10607E+15
2154;3;1;3;Urban;2006;2,68225E+15
2125;4;3;1;Urban;2007;3,05891E+15
1309;5;1;1;Rural;2008;1,13737E+16
2805;5;3;2;Rural;2021;3,36155E+16
2315;4;2;3;Rural;1998;3,18424E+15
2745;5;2;2;Urban;1987;2,73544E+15
1494;3;2;3;Rural;1970;7,49133E+15
2384;3;1;2;Suburb;1985;3,21757E+16
1337;3;2;2;Suburb;1969;7,66075E+15
1578;5;3;1;Rural;1994;2,00247E+16
1009;3;2;2;Suburb;1995;1,4953E+16
1048;4;1;3;Rural;1963;1,14744E+16
2510;3;2;2;Urban;1968;3,81815E+16
1622;5;2;1;Urban;2019;2,00976E+16
2344;2;1;2;Suburb;2000;2,73567E+14
1730;5;1;2;Urban;1952;1,8434E+16
2592;4;1;3;Rural;1952;3,00404E+16
1794;4;3;1;Suburb;2000;2,2999E+15
1970;5;2;2;Rural;2003;2,16315E+15
2648;3;3;2;Rural;1983;2,43233E+16
1132;3;3;3;Rural;2007;6,9367E+15
2606;2;1;1;Urban;1952;2,39732E+16
1082;3;3;1;Rural;1970;2,16167E+16
1056;4;2;1;Urban;1952;4,80386E+14
1375;3;1;3;Rural;1986;2,36707E+16
1348;5;3;2;Rural;1966;2,61169E+16
1270;5;2;1;Urban;1971;1,58387E+15
2506;2;2;3;Suburb;1959;3,42984E+15
1110;4;2;1;Suburb;1993;1,35493E+16
1868;5;3;3;Urban;2000;2,03595E+14
1886;4;1;2;Suburb;1957;1,7761E+16
1075;3;1;2;Urban;1991;1,09493E+16
2181;2;2;1;Rural;1963;2,61044E+16
2555;2;1;1;Rural;1966;2,66205E+14
2956;3;1;1;Urban;1966;2,92615E+14
2666;5;1;1;Suburb;1993;2,36142E+16
1328;4;1;3;Suburb;1962;8,25983E+15
1121;4;3;3;Suburb;1955;7,70908E+15
1040;4;1;3;Rural;1975;9,04496E+15
2190;5;1;2;Suburb;1979;4,20236E+15
1921;3;3;1;Rural;1999;2,726E+15
1641;4;1;2;Rural;1972;2,55759E+15
2046;5;1;2;Rural;2018;2,36096E+15
1278;4;1;2;Rural;1960;9,80425E+15
1762;5;2;3;Rural;1966;1,24773E+16
1468;3;3;1;Urban;1969;1,96255E+15
2423;4;1;3;Rural;1979;2,58917E+16
1008;3;3;1;Rural;1980;1,17032E+15
1012;2;3;2;Rural;2020;8,13157E+14
1923;5;1;2;Urban;2017;2,08057E+16
1922;2;3;3;Suburb;2021;1,24797E+15
2842;3;2;2;Urban;1961;2,67703E+16
2855;3;3;2;Urban;1965;2,95246E+15
2075;3;1;1;Rural;2009;2,7969E+16
2232;4;1;2;Suburb;1958;2,22051E+16
2573;4;2;1;Rural;1999;3,47407E+15
2635;3;1;3;Urban;1958;2,79199E+16
2728;3;2;2;Suburb;2001;2,36379E+16
2425;4;3;2;Urban;1995;2,57233E+15
2214;4;3;3;Urban;2014;2,88329E+15
2074;5;3;3;Urban;1984;2,73464E+15
2416;3;1;1;Suburb;1973;2,17735E+16
1652;4;1;2;Rural;1976;2,70807E+16
2703;4;2;1;Rural;1986;3,28516E+16
2846;2;3;1;Suburb;1976;3,76426E+15
1620;3;2;1;Suburb;2013;1,98199E+16
2742;3;2;2;Suburb;1983;3,62356E+16
2962;4;1;2;Urban;2021;3,04047E+15
2323;2;3;3;Rural;1970;2,90799E+15
2645;5;2;3;Urban;2013;2,622E+16
1195;3;3;2;Suburb;1984;2,184E+16
1416;5;1;1;Urban;1966;5,93554E+15
1663;3;3;3;Urban;2021;2,75117E+15
2443;4;2;2;Suburb;1980;1,84376E+15
2778;5;2;1;Suburb;1993;2,04047E+16
2663;3;3;2;Suburb;1961;2,31286E+16
2640;5;3;1;Rural;1973;3,05371E+15
2545;4;3;2;Suburb;1961;3,0058E+16
2379;2;2;1;Rural;1971;2,8263E+15
1147;2;2;2;Suburb;2017;9,6565E+15
2000;5;2;2;Urban;2005;2,28197E+16
2388;5;3;3;Suburb;1964;2,54222E+16
1363;5;2;3;Urban;1979;1,65583E+16
2994;3;3;3;Urban;1982;3,43226E+15
2675;4;2;1;Rural;1997;2,86978E+16
2725;5;2;2;Urban;2021;3,15297E+16
1401;2;3;2;Suburb;1988;9,1552E+15
1605;3;1;3;Urban;1990;2,31323E+16
2515;5;2;3;Urban;1995;3,16174E+15
1228;3;1;3;Urban;1965;1,54871E+15
2598;5;2;1;Suburb;2006;2,50169E+15
2875;5;2;3;Suburb;2000;2,81639E+16
1536;3;2;3;Urban;1956;1,66018E+16
1267;4;3;3;Urban;1996;2,13943E+16
2428;4;2;3;Rural;1986;2,19579E+16
2816;2;1;2;Urban;1996;2,31156E+16
2034;4;2;3;Urban;1977;1,88872E+16
2343;4;2;1;Rural;1993;2,98023E+15
2736;3;2;3;Urban;1991;3,11763E+16
1125;3;3;2;Suburb;1996;1,70783E+16
1305;2;3;1;Urban;1993;1,14243E+16
2725;5;1;3;Urban;1953;3,02396E+15
2534;3;3;2;Suburb;1966;3,19039E+16
2112;3;2;3;Suburb;1959;1,95879E+14
2378;3;3;2;Rural;1979;3,44738E+15
1627;4;3;2;Rural;2000;2,31122E+16
2375;3;2;1;Rural;2019;2,43225E+15
1688;2;2;2;Urban;1969;2,6255E+14
2037;2;3;3;Urban;1972;2,02208E+16
2280;3;2;1;Rural;2008;1,84566E+16
2232;5;3;3;Suburb;2017;2,57952E+16
1280;3;3;3;Rural;1960;1,2766E+16
1442;2;2;2;Suburb;2015;1,66158E+16
2863;5;1;3;Rural;1969;3,71121E+15
1836;4;3;1;Rural;1982;2,08867E+15
1388;3;1;2;Urban;1951;1,31252E+16
1616;2;1;1;Suburb;1988;1,76044E+16
2506;4;3;3;Rural;1962;3,25243E+15
1146;2;3;1;Rural;1962;8,53622E+14
2302;4;2;1;Suburb;1954;1,66982E+16
1520;2;2;2;Urban;1983;1,38854E+16
1629;2;1;3;Suburb;1987;1,5142E+16
2629;4;1;3;Rural;2001;2,8074E+16
1433;3;3;1;Suburb;2009;1,44482E+16
1143;2;3;3;Suburb;1952;1,0537E+15
1288;5;2;2;Suburb;1972;1,08251E+16
2409;3;3;1;Rural;1990;2,19232E+16
1013;5;3;2;Suburb;1998;1,94778E+16
1256;2;1;2;Urban;2004;1,16321E+15
2369;4;3;3;Rural;2007;1,82259E+16
2721;3;1;3;Rural;1989;2,56715E+16
2368;4;1;1;Urban;1967;3,12541E+16
2423;4;2;1;Urban;2005;2,45169E+16
2230;5;2;2;Rural;1984;2,50094E+16
1857;5;1;3;Rural;1959;2,24945E+16
1942;3;3;1;Urban;1956;2,11318E+15
2195;3;3;2;Rural;1989;1,97977E+14
1463;3;3;3;Urban;2005;1,54211E+15
1269;5;1;1;Rural;1950;1,32792E+16
2244;5;2;3;Rural;1966;2,54005E+16
2175;4;3;3;Rural;1971;3,57025E+15
1622;4;1;1;Suburb;1972;1,52869E+16
2206;4;2;2;Rural;1993;3,28395E+15
2422;3;3;3;Suburb;2016;2,12871E+16
2874;2;1;2;Urban;1970;2,68875E+15
1071;5;1;1;Rural;2004;8,32602E+15
2441;3;2;1;Rural;1999;2,25303E+16
2921;5;2;1;Suburb;1967;3,85411E+15
2306;2;3;3;Urban;1976;2,50752E+16
1073;5;2;3;Urban;1984;5,51275E+15
1354;5;1;2;Suburb;1982;1,20385E+16
2750;5;3;3;Urban;1974;1,93954E+16
1496;4;1;1;Suburb;2004;1,64089E+16
2351;2;1;3;Rural;2009;2,4199E+16
1987;3;1;1;Suburb;1969;1,99265E+16
2558;3;1;2;Suburb;1970;3,34651E+16
1579;3;3;2;Urban;1987;1,33557E+16
1909;2;1;1;Rural;2005;2,1555E+16
2470;5;2;2;Rural;2016;2,37289E+16
1372;3;1;2;Suburb;2003;2,08954E+16
1361;2;1;2;Urban;1983;6,91025E+15
1092;4;3;1;Suburb;1959;1,07601E+16
2344;2;3;3;Rural;1999;3,51226E+16
1323;4;3;2;Rural;1966;1,33121E+16
1383;2;2;3;Urban;2009;8,41381E+15
1574;4;1;3;Rural;2018;1,92507E+16
1735;3;1;1;Rural;2018;2,62306E+15
1736;2;2;2;Suburb;1983;2,09855E+16
2904;4;2;1;Suburb;1996;3,29478E+16
1345;5;3;3;Rural;1982;1,15294E+16
2872;3;2;3;Urban;1964;3,36011E+15
2126;3;2;3;Urban;2007;2,04134E+16
2238;4;3;2;Rural;1951;2,12981E+15
2215;4;2;3;Urban;2005;1,66776E+16
2695;2;3;2;Rural;1985;2,64422E+15
2907;4;1;3;Rural;1955;2,43208E+16
1718;4;3;1;Suburb;1976;1,63716E+15
1780;5;2;3;Suburb;1978;1,95954E+15
2019;3;2;3;Urban;2012;2,83289E+16
2217;4;3;3;Urban;1990;1,65953E+16
2403;4;2;2;Rural;1991;2,65795E+16
2426;5;1;1;Suburb;2019;2,91629E+16
1663;4;3;1;Suburb;2012;1,5606E+15
2772;5;3;1;Suburb;2011;2,75443E+15
1599;3;2;3;Rural;1983;2,51866E+15
1010;3;2;3;Suburb;1974;6,69557E+15
1186;5;2;2;Suburb;1987;2,33662E+15
1725;5;3;1;Urban;1995;2,32061E+15
2038;3;3;1;Suburb;1962;3,13918E+14
1777;3;2;1;Urban;1962;2,34372E+16
2320;5;3;3;Urban;1988;1,67086E+16
1410;2;1;1;Urban;2007;1,85948E+16
1955;3;2;1;Rural;2016;1,63105E+16
1584;3;3;2;Urban;2003;1,87689E+16
2075;5;1;3;Suburb;2002;2,79857E+15
2663;5;2;2;Suburb;2000;3,05635E+15
2051;5;3;2;Urban;1978;2,37892E+16
1576;2;2;3;Rural;2020;1,90331E+16
2040;5;2;3;Suburb;2011;3,46953E+16
2374;2;2;2;Suburb;1954;3,09743E+16
2451;5;3;2;Urban;2000;1,69912E+16
2673;5;1;3;Urban;2010;3,6511E+15
2854;2;1;1;Rural;1987;2,9752E+15
2252;4;2;2;Urban;1959;2,61942E+16
2789;3;3;2;Urban;2014;3,17052E+15
1988;5;3;1;Suburb;1957;2,83458E+15
2233;4;3;1;Urban;2007;1,74644E+16
2454;2;1;1;Suburb;1979;2,4489E+16
2317;5;3;2;Urban;1967;2,96761E+15
1742;2;2;1;Rural;2019;2,27731E+16
2776;2;3;3;Suburb;1961;3,97223E+13
2605;2;1;3;Rural;2015;2,85643E+15
2127;4;1;3;Suburb;2019;2,34958E+16
1203;2;1;2;Suburb;2005;7,32435E+15
2076;3;1;3;Rural;1993;1,91537E+15
1973;5;3;3;Urban;1953;1,91796E+15
1939;5;3;1;Urban;2003;2,3582E+15
2398;3;1;3;Suburb;1964;2,19785E+16
2865;5;3;1;Rural;1986;2,78588E+16
2077;3;2;3;Urban;1982;2,17499E+16
2299;4;1;1;Urban;1979;2,30759E+16
2358;2;1;2;Urban;2008;1,16289E+16
2054;4;3;3;Rural;1967;2,14487E+16
2158;3;2;1;Urban;1989;2,26853E+16
2081;2;1;2;Urban;1963;1,95183E+15
1104;4;2;2;Suburb;1992;1,00901E+16
2289;2;1;3;Suburb;1986;3,31363E+15
2545;2;3;3;Rural;1977;2,37314E+16
2519;4;1;1;Suburb;1966;2,5435E+16
1252;5;3;2;Urban;1967;2,24621E+16
1294;3;2;2;Suburb;1975;1,20712E+16
1667;4;3;2;Suburb;1989;1,80623E+16
2181;4;3;3;Urban;2016;1,18703E+16
1548;5;1;2;Urban;2011;1,53822E+15
1630;3;1;3;Rural;1994;2,02308E+15
2090;4;2;2;Rural;1964;3,15705E+16
2777;2;2;3;Urban;2018;2,62133E+15
1298;3;2;3;Suburb;1998;1,07496E+16
2486;5;3;3;Rural;1989;2,81863E+16
2748;4;3;1;Suburb;2007;2,9805E+15
2843;2;1;1;Suburb;1995;2,91604E+15
1100;3;2;3;Urban;1994;1,64098E+16
2079;4;1;3;Rural;1992;3,0383E+15
1331;3;1;1;Rural;1975;1,72255E+16
1835;2;3;2;Urban;1975;2,37073E+16
2774;2;1;2;Rural;1993;3,38084E+15
1392;3;3;2;Urban;2012;2,37928E+16
2766;2;1;3;Urban;1953;3,15246E+16
1873;2;2;1;Urban;1955;1,68182E+16
1380;3;2;2;Suburb;1968;2,08549E+16
1091;3;1;1;Urban;1997;2,29858E+15
2814;5;1;2;Urban;1954;2,84055E+15
1446;4;2;2;Urban;2004;1,90648E+16
1108;5;2;1;Urban;1978;1,72214E+16
1316;5;3;1;Urban;1968;1,85983E+16
2191;5;2;1;Urban;2021;2,804E+15
2835;5;3;1;Rural;1956;2,72278E+16
2943;4;2;1;Rural;1962;3,66033E+15
2458;3;1;1;Suburb;2007;3,29481E+16
1441;2;1;2;Urban;1991;1,23301E+16
1217;2;2;1;Rural;1968;8,90852E+15
2245;3;1;2;Urban;1954;2,40486E+16
1672;3;3;1;Urban;1954;2,09045E+15
2551;3;3;1;Rural;1962;2,78046E+15
1277;2;3;2;Rural;1989;1,49316E+16
2008;5;2;2;Rural;2007;2,17358E+16
1568;5;3;1;Suburb;2001;2,09792E+16
2597;5;1;2;Rural;1987;1,95335E+16
2009;4;3;1;Urban;2012;1,92015E+16
1874;5;2;1;Suburb;1987;2,0456E+16
